start_index,entry,sl,tp,type,order,reward,risk,commision,lot,entry_index,entry_date,res,end_index,RR,R1,end_date
587,1520.168,1514.168,1526.168,market,buy,6.0,6.0,0.16,0.01,587,2020-01-02 10:47:00,Win,771,1.0,6.0,2020-01-02 13:51:00
590,1520.336,1514.336,1526.336,market,buy,6.0,6.0,0.16,0.01,590,2020-01-02 10:50:00,Win,771,1.0,6.0,2020-01-02 13:51:00
926,1528.94,1522.94,1534.94,market,buy,6.0,6.0,0.16,0.01,926,2020-01-02 16:26:00,No res,926,1.0,6.0,2020-01-02 16:26:00
927,1528.745,1522.745,1534.745,market,buy,6.0,6.0,0.16,0.01,927,2020-01-02 16:27:00,No res,927,1.0,6.0,2020-01-02 16:27:00
930,1526.943,1520.943,1532.943,market,buy,6.0,6.0,0.16,0.01,930,2020-01-02 16:30:00,No res,930,1.0,6.0,2020-01-02 16:30:00
938,1527.461,1521.461,1533.461,market,buy,6.0,6.0,0.16,0.01,938,2020-01-02 16:38:00,No res,938,1.0,6.0,2020-01-02 16:38:00
939,1527.404,1521.404,1533.404,market,buy,6.0,6.0,0.16,0.01,939,2020-01-02 16:39:00,No res,939,1.0,6.0,2020-01-02 16:39:00
940,1527.251,1521.251,1533.251,market,buy,6.0,6.0,0.16,0.01,940,2020-01-02 16:40:00,No res,940,1.0,6.0,2020-01-02 16:40:00
946,1527.075,1521.075,1533.075,market,buy,6.0,6.0,0.16,0.01,946,2020-01-02 16:46:00,No res,946,1.0,6.0,2020-01-02 16:46:00
947,1526.962,1520.962,1532.962,market,buy,6.0,6.0,0.16,0.01,947,2020-01-02 16:47:00,No res,947,1.0,6.0,2020-01-02 16:47:00
948,1526.884,1520.884,1532.884,market,buy,6.0,6.0,0.16,0.01,948,2020-01-02 16:48:00,No res,948,1.0,6.0,2020-01-02 16:48:00
949,1526.854,1520.854,1532.854,market,buy,6.0,6.0,0.16,0.01,949,2020-01-02 16:49:00,No res,949,1.0,6.0,2020-01-02 16:49:00
950,1526.941,1520.941,1532.941,market,buy,6.0,6.0,0.16,0.01,950,2020-01-02 16:50:00,No res,950,1.0,6.0,2020-01-02 16:50:00
954,1526.653,1520.653,1532.653,market,buy,6.0,6.0,0.16,0.01,954,2020-01-02 16:54:00,No res,954,1.0,6.0,2020-01-02 16:54:00
955,1526.253,1520.253,1532.253,market,buy,6.0,6.0,0.16,0.01,955,2020-01-02 16:55:00,No res,955,1.0,6.0,2020-01-02 16:55:00
956,1525.882,1519.882,1531.882,market,buy,6.0,6.0,0.16,0.01,956,2020-01-02 16:56:00,No res,956,1.0,6.0,2020-01-02 16:56:00
958,1525.905,1519.905,1531.905,market,buy,6.0,6.0,0.16,0.01,958,2020-01-02 16:58:00,No res,958,1.0,6.0,2020-01-02 16:58:00
959,1525.762,1519.762,1531.762,market,buy,6.0,6.0,0.16,0.01,959,2020-01-02 16:59:00,No res,959,1.0,6.0,2020-01-02 16:59:00
960,1525.485,1519.485,1531.485,market,buy,6.0,6.0,0.16,0.01,960,2020-01-02 17:00:00,No res,960,1.0,6.0,2020-01-02 17:00:00
961,1525.623,1519.623,1531.623,market,buy,6.0,6.0,0.16,0.01,961,2020-01-02 17:01:00,No res,961,1.0,6.0,2020-01-02 17:01:00
869,1530.453,1524.453,1536.453,market,buy,6.0,6.0,0.16,0.01,869,2020-01-02 15:29:00,Lose,976,1.0,6.0,2020-01-02 17:16:00
867,1530.332,1524.332,1536.332,market,buy,6.0,6.0,0.16,0.01,867,2020-01-02 15:27:00,Lose,981,1.0,6.0,2020-01-02 17:21:00
870,1529.785,1523.785,1535.785,market,buy,6.0,6.0,0.16,0.01,870,2020-01-02 15:30:00,Lose,981,1.0,6.0,2020-01-02 17:21:00
894,1529.897,1523.897,1535.897,market,buy,6.0,6.0,0.16,0.01,894,2020-01-02 15:54:00,Lose,981,1.0,6.0,2020-01-02 17:21:00
1012,1525.085,1519.085,1531.085,market,buy,6.0,6.0,0.16,0.01,1012,2020-01-02 17:52:00,No res,1012,1.0,6.0,2020-01-02 17:52:00
1014,1525.21,1519.21,1531.21,market,buy,6.0,6.0,0.16,0.01,1014,2020-01-02 17:54:00,No res,1014,1.0,6.0,2020-01-02 17:54:00
1019,1525.106,1519.106,1531.106,market,buy,6.0,6.0,0.16,0.01,1019,2020-01-02 17:59:00,No res,1019,1.0,6.0,2020-01-02 17:59:00
1021,1525.207,1519.207,1531.207,market,buy,6.0,6.0,0.16,0.01,1021,2020-01-02 18:01:00,No res,1021,1.0,6.0,2020-01-02 18:01:00
1027,1525.443,1519.443,1531.443,market,buy,6.0,6.0,0.16,0.01,1027,2020-01-02 18:07:00,No res,1027,1.0,6.0,2020-01-02 18:07:00
