start_index,entry,sl,tp,type,order,reward,risk,commision,lot,entry_index,entry_date,res,end_index,RR,R1,end_date
1332,2058.569,2052.569,2064.569,market,buy,6.0,6.0,0.16,0.01,1332,2024-01-02 21:18:00,Win,1589,1.0,6.0,2024-01-03 02:38:00
1334,2058.632,2052.632,2064.632,market,buy,6.0,6.0,0.16,0.01,1334,2024-01-02 21:20:00,Win,1589,1.0,6.0,2024-01-03 02:38:00
1335,2058.584,2052.584,2064.584,market,buy,6.0,6.0,0.16,0.01,1335,2024-01-02 21:21:00,Win,1589,1.0,6.0,2024-01-03 02:38:00
1342,2058.579,2052.579,2064.579,market,buy,6.0,6.0,0.16,0.01,1342,2024-01-02 21:28:00,Win,1589,1.0,6.0,2024-01-03 02:38:00
1363,2058.565,2052.565,2064.565,market,buy,6.0,6.0,0.16,0.01,1363,2024-01-02 21:49:00,Win,1589,1.0,6.0,2024-01-03 02:38:00
1329,2058.793,2052.793,2064.793,market,buy,6.0,6.0,0.16,0.01,1329,2024-01-02 21:15:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1330,2058.704,2052.704,2064.704,market,buy,6.0,6.0,0.16,0.01,1330,2024-01-02 21:16:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1333,2058.832,2052.832,2064.832,market,buy,6.0,6.0,0.16,0.01,1333,2024-01-02 21:19:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1338,2058.66,2052.66,2064.66,market,buy,6.0,6.0,0.16,0.01,1338,2024-01-02 21:24:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1345,2058.66,2052.66,2064.66,market,buy,6.0,6.0,0.16,0.01,1345,2024-01-02 21:31:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1347,2058.703,2052.703,2064.703,market,buy,6.0,6.0,0.16,0.01,1347,2024-01-02 21:33:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1349,2058.648,2052.648,2064.648,market,buy,6.0,6.0,0.16,0.01,1349,2024-01-02 21:35:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1356,2058.742,2052.742,2064.742,market,buy,6.0,6.0,0.16,0.01,1356,2024-01-02 21:42:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1370,2058.903,2052.903,2064.903,market,buy,6.0,6.0,0.16,0.01,1370,2024-01-02 21:56:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
1371,2058.725,2052.725,2064.725,market,buy,6.0,6.0,0.16,0.01,1371,2024-01-02 21:57:00,Win,1590,1.0,6.0,2024-01-03 02:39:00
2642,2038.259,2032.259,2044.259,market,buy,6.0,6.0,0.16,0.01,2642,2024-01-03 20:11:00,Win,2945,1.0,6.0,2024-01-04 02:17:00
3907,2041.821,2035.821,2047.821,market,buy,6.0,6.0,0.16,0.01,3907,2024-01-04 18:19:00,Win,4260,1.0,6.0,2024-01-05 01:15:00
3898,2042.223,2036.223,2048.223,market,buy,6.0,6.0,0.16,0.01,3898,2024-01-04 18:10:00,Win,4263,1.0,6.0,2024-01-05 01:18:00
3740,2045.495,2039.495,2051.495,market,buy,6.0,6.0,0.16,0.01,3740,2024-01-04 15:32:00,Lose,4778,1.0,6.0,2024-01-05 09:53:00
3809,2045.701,2039.701,2051.701,market,buy,6.0,6.0,0.16,0.01,3809,2024-01-04 16:41:00,Lose,4778,1.0,6.0,2024-01-05 09:53:00
3813,2045.511,2039.511,2051.511,market,buy,6.0,6.0,0.16,0.01,3813,2024-01-04 16:45:00,Lose,4778,1.0,6.0,2024-01-05 09:53:00
3798,2045.127,2039.127,2051.127,market,buy,6.0,6.0,0.16,0.01,3798,2024-01-04 16:30:00,Lose,4779,1.0,6.0,2024-01-05 09:54:00
3801,2045.004,2039.004,2051.004,market,buy,6.0,6.0,0.16,0.01,3801,2024-01-04 16:33:00,Lose,4779,1.0,6.0,2024-01-05 09:54:00
3805,2045.448,2039.448,2051.448,market,buy,6.0,6.0,0.16,0.01,3805,2024-01-04 16:37:00,Lose,4779,0.9999999999999621,6.0,2024-01-05 09:54:00
3812,2045.413,2039.413,2051.413,market,buy,6.0,6.0,0.16,0.01,3812,2024-01-04 16:44:00,Lose,4779,1.0,6.0,2024-01-05 09:54:00
3803,2044.75,2038.75,2050.75,market,buy,6.0,6.0,0.16,0.01,3803,2024-01-04 16:35:00,Lose,4782,1.0,6.0,2024-01-05 09:57:00
3788,2044.362,2038.362,2050.362,market,buy,6.0,6.0,0.16,0.01,3788,2024-01-04 16:20:00,Lose,4783,1.0,6.0,2024-01-05 09:58:00
